ID,gender,employment,income,density,VMT
5602,Female,Not in labor force,6382,8204,12.8
5603,Male,Employed,87245,4559,27.5
5604,Male,Employed,31803,12946,22.3
5605,Female,Employed,4073,12436,12.7
5606,Male,Unemployed,28227,12056,20.4
5607,Female,Not in labor force,33490,11156,17.8
5608,Male,Employed,37247,8926,24
5609,Male,Employed,100092,9289,27
5610,Female,Employed,44515,8638,21.4
5611,Female,Not in labor force,27816,7141,17.6
5612,Female,Not in labor force,38764,11906,18.5
5613,Male,Employed,42570,10009,23.7
5614,Female,Not in labor force,30805,11023,17.6
5615,Female,Not in labor force,33421,9759,17.7
5616,Male,Employed,59210,14288,24.2
5617,Male,Employed,71847,6267,26.1
5618,Male,Employed,64936,8147,25.2
5619,Male,Not in labor force,9753,11386,16.6
5620,Female,Not in labor force,27330,11479,17.2
5621,Female,Not in labor force,29493,10810,17.5
5622,Male,Employed,45672,9592,23.7
5623,Female,Employed,44041,12452,20.1
5624,Female,Employed,38335,8276,21
5625,Male,Employed,112481,12134,27
5626,Male,Employed,212985,10236,29.5
5627,Female,Not in labor force,18167,12116,15.8
5628,Female,Unemployed,35675,8921,18.5
5629,Female,Employed,84902,10912,23.1
5630,Male,Employed,52165,13377,23.7
5631,Male,Employed,45432,16271,23.2
5632,Male,Employed,46183,9061,24.9
5633,Female,Not in labor force,604,14199,4.2
5634,Male,Employed,33527,10005,23.2
5635,Male,Not in labor force,21058,13557,19.1
5636,Female,Not in labor force,29985,7307,18.3
5637,Male,Employed,30087,8850,22.7
5638,Female,Not in labor force,15311,8674,15.9
5639,Male,Not in labor force,58171,14118,22.1
5640,Female,Not in labor force,8002,9699,13.5
5641,Female,Not in labor force,20224,13802,15.8
5642,Female,Not in labor force,22444,8379,16.8
5643,Male,Employed,101005,12282,26
5644,Male,Not in labor force,56562,13415,21.9
5645,Female,Employed,90020,12132,23
5646,Male,Employed,67271,10894,25
5647,Female,Employed,63837,7694,22.8
5648,Male,Employed,97101,11660,26.7
5649,Male,Employed,56357,10453,24.6
5650,Female,Unemployed,20308,14981,16.1
5651,Female,Employed,58512,8796,21.6
5652,Male,Employed,115158,9372,27.2
5653,Female,Not in labor force,15771,14151,14.8
5654,Male,Employed,78568,7493,26.3
5655,Female,Not in labor force,28959,9389,18
5656,Female,Not in labor force,42599,7752,18.6
5657,Male,Employed,64921,8858,25.6
5658,Male,Not in labor force,38656,15064,20.8
5659,Female,Not in labor force,8415,10711,13.4
5660,Female,Unemployed,25192,11327,17.2
5661,Male,Employed,23818,12643,21.5
5662,Male,Employed,67548,12718,24.7
5663,Male,Employed,60094,12264,24.5
5664,Male,Employed,84883,8798,26.4
5665,Female,Not in labor force,15092,13911,15.1
5666,Female,Not in labor force,10247,6170,14.4
5667,Male,Unemployed,27872,11540,20.3
5668,Female,Employed,44408,11756,21.2
5669,Male,Employed,39872,11048,23.5
5670,Female,Employed,41556,12963,20.5
5671,Female,Employed,92658,12884,22.9
5672,Female,Not in labor force,24014,10089,16.7
5673,Male,Employed,116514,4111,28.8
5674,Female,Not in labor force,11422,10796,14.3
5675,Female,Employed,50888,6332,21.8
5676,Female,Employed,34871,9364,20.5
5677,Female,Employed,83654,10525,22.8
5678,Male,Unemployed,16815,8766,19.1
5679,Male,Not in labor force,19784,6806,19.8
5680,Female,Not in labor force,12060,8946,14.5
5681,Female,Employed,64683,7443,22.9
5682,Male,Employed,110280,8434,27.1
5683,Female,Employed,50413,10135,21.8
5684,Female,Employed,58595,11488,21.2
5685,Female,Employed,33558,9963,19.9
5686,Female,Not in labor force,29575,10866,18.1
5687,Male,Employed,177349,11830,28.5
5688,Female,Employed,37586,9470,20.6
5689,Male,Not in labor force,19459,14741,18.4
5690,Male,Employed,63527,8359,25.6
5691,Female,Not in labor force,25144,9393,17.5
5692,Female,Employed,44139,7591,21.5
5693,Male,Employed,72874,9137,25.6
5694,Male,Employed,76328,10953,25.7
5695,Male,Employed,9680,11437,18.5
5696,Female,Employed,70014,3754,24.2
5697,Female,Not in labor force,19458,6937,16.7
5698,Male,Employed,68398,10166,25.5
5699,Female,Employed,50920,8813,22
5700,Female,Not in labor force,22485,5872,17.8
5701,Female,Employed,7873,7013,15.8
5702,Female,Employed,56137,12055,21.7
5703,Female,Not in labor force,24061,4903,18.2
5704,Male,Unemployed,36426,6160,22.3
5705,Female,Employed,100911,6730,24
5706,Male,Employed,42808,5659,24.8
5707,Female,Employed,21959,6678,19.4
5708,Female,Employed,25323,12993,18.8
5709,Female,Employed,24008,8718,19.4
5710,Male,Employed,39900,15728,22.5
5711,Female,Employed,23572,11240,18.7
5712,Female,Not in labor force,11650,6234,15.3
5713,Female,Not in labor force,21256,10544,16
5714,Female,Employed,40772,12033,20.4
5715,Female,Employed,18353,10908,17.9
5716,Female,Employed,45871,13211,21.2
5717,Male,Employed,72052,11520,25.1
5718,Female,Not in labor force,4814,10332,11.3
5719,Female,Employed,104492,6981,24.2
5720,Male,Unemployed,15478,5873,19.3
5721,Female,Employed,122020,10263,24.3
5722,Female,Not in labor force,18131,8300,16.3
5723,Male,Unemployed,24791,11699,19.8
5724,Female,Employed,28348,12685,19.5
5725,Male,Not in labor force,32412,10507,21
5726,Male,Employed,89020,10067,26
5727,Female,Employed,24722,9205,19.2
5728,Female,Not in labor force,24715,13463,16.6
5729,Male,Employed,44066,7948,24.8
5730,Female,Employed,9916,9945,16.4
5731,Male,Employed,30699,9101,23.1
5732,Female,Employed,45024,11068,20.8
5733,Female,Employed,48498,10150,21.5
5734,Female,Employed,45670,10922,21
5735,Female,Not in labor force,13502,12235,14.7
5736,Female,Not in labor force,13327,8149,15.2
5737,Female,Employed,15170,12477,17.3
5738,Female,Not in labor force,8206,10805,13.1
5739,Male,Employed,56728,8014,24.8
5740,Female,Not in labor force,18727,10641,15.7
5741,Female,Not in labor force,38460,10168,18.8
5742,Female,Employed,45808,14087,20.6
5743,Male,Not in labor force,45917,8956,22.3
5744,Female,Employed,47778,11241,20.5
5745,Female,Employed,35453,12586,20.3
5746,Male,Not in labor force,55802,9174,22.3
5747,Female,Not in labor force,27517,8794,17.1
5748,Male,Unemployed,26069,12726,20.2
5749,Male,Employed,9186,9675,18.8
5750,Male,Employed,83385,9365,26.2
5751,Male,Employed,66722,11068,25.1
5752,Female,Employed,60973,11472,21.4
5753,Male,Employed,61560,10088,25
5754,Female,Not in labor force,27455,10269,17.3
5755,Male,Employed,67956,12098,24.9
5756,Female,Employed,18758,14090,17.2
5757,Female,Employed,40759,7403,21.3
5758,Male,Employed,210884,9936,29.1
5759,Male,Employed,122336,8472,27.3
5760,Female,Employed,33639,12893,19.8
5761,Female,Employed,23519,9106,19.1
5762,Male,Employed,63156,6789,25.6
5763,Female,Not in labor force,10043,8407,14.3
5764,Female,Not in labor force,48594,11369,19.3
5765,Female,Not in labor force,11636,10041,14.8
5766,Male,Employed,61594,9675,25.1
5767,Male,Employed,32407,13214,22.7
5768,Male,Unemployed,30277,9512,20.5
5769,Female,Unemployed,34884,13164,17.6
5770,Female,Not in labor force,18157,10032,15.8
5771,Male,Employed,58100,12643,24.5
5772,Male,Employed,101755,12010,26.6
5773,Female,Employed,20353,11776,18.4
5774,Female,Not in labor force,5322,5889,12.5
5775,Female,Employed,31297,8583,20.4
5776,Female,Employed,30882,10601,19.7
5777,Female,Employed,37407,11024,20.2
5778,Female,Employed,79089,5762,23.8
5779,Male,Employed,78547,10923,25.9
5780,Female,Employed,54223,6870,22.3
5781,Female,Not in labor force,9718,9893,14.3
5782,Male,Employed,122738,7754,27.6
5783,Male,Employed,71660,8839,25.7
5784,Female,Not in labor force,24299,10165,16.6
5785,Male,Not in labor force,27145,5837,21.3
5786,Male,Employed,85447,9355,25.8
5787,Male,Not in labor force,54961,7215,23.1
5788,Female,Not in labor force,44210,16312,18.1
5789,Female,Not in labor force,5843,8648,12.6
5790,Female,Not in labor force,15760,14329,15.1
5791,Female,Employed,48429,10619,21.4
5792,Female,Not in labor force,15726,9182,15.9
5793,Male,Employed,102976,10288,26.6
5794,Male,Not in labor force,17788,8143,19.6
5795,Female,Not in labor force,7250,11445,12.9
5796,Male,Employed,79316,10652,25.9
5797,Female,Employed,75580,4632,24.2
5798,Female,Employed,35425,13854,20.2
5799,Female,Not in labor force,15339,10142,15.7
5800,Female,Employed,35466,8677,21
5801,Female,Not in labor force,21982,5502,16.7
5802,Female,Not in labor force,25301,10665,17.3
5803,Female,Not in labor force,25709,9188,17.7
5804,Female,Employed,21939,6742,19.3
5805,Male,Employed,42082,13630,23.7
5806,Female,Not in labor force,27371,5572,18.2
5807,Male,Not in labor force,37132,19207,20.2
5808,Female,Not in labor force,17013,7168,15.9
5809,Male,Not in labor force,28368,7982,20.7
5810,Male,Employed,156355,6556,29.1
5811,Female,Employed,71324,8073,22.7
5812,Female,Employed,73088,13834,22
5813,Female,Not in labor force,50451,13171,18.6
5814,Male,Employed,39666,10599,23.2
5815,Male,Employed,57624,14163,24.4
5816,Female,Not in labor force,21327,14059,15.6
5817,Female,Not in labor force,31404,11138,17.7
5818,Female,Not in labor force,14313,17669,14.2
5819,Female,Not in labor force,20171,14180,15.7
5820,Male,Unemployed,47235,11017,22.1
5821,Female,Employed,77651,11709,22.6
5822,Female,Employed,45020,9972,21.2
5823,Male,Employed,54307,10415,24.8
5824,Male,Employed,56406,11385,24.2
5825,Non-binary,Employed,41045,9651,20.7
5826,Male,Employed,62238,9340,25.5
5827,Male,Unemployed,8665,5930,17.5
5828,Female,Not in labor force,21732,12418,16.4
5829,Female,Employed,28243,9709,19.7
5830,Female,Employed,68784,12511,22.5
5831,Female,Employed,70684,12742,22.3
5832,Female,Not in labor force,27430,9829,17.7
5833,Female,Not in labor force,29243,8749,17.5
5834,Male,Employed,44950,11733,23.8
5835,Female,Not in labor force,13740,7582,15.5
5836,Female,Not in labor force,24516,8391,17.6
5837,Male,Employed,62656,15962,24.5
5838,Male,Employed,42530,12210,23.4
5839,Male,Unemployed,45533,8009,22.6
5840,Male,Employed,182863,10584,28.5
5841,Female,Employed,73791,12483,22.4
5842,Female,Not in labor force,33164,8681,18.2
5843,Female,Employed,42077,9967,21
5844,Male,Employed,134076,8810,27.7
5845,Male,Employed,83271,9155,26
5846,Male,Employed,120603,7556,27.9
5847,Female,Employed,43588,10563,20.8
5848,Female,Not in labor force,9504,5396,15.3
5849,Female,Employed,75434,9270,22.7
5850,Female,Employed,62761,11439,21.7
5851,Female,Not in labor force,43287,9546,19.3
5852,Female,Not in labor force,29193,8971,18.2
5853,Female,Employed,57417,9519,21.9
5854,Female,Not in labor force,50808,13140,18.8
5855,Female,Unemployed,13013,13278,15
5856,Female,Not in labor force,28204,6932,18.8
5857,Female,Not in labor force,40865,11470,18.8
5858,Female,Employed,24890,10885,19.4
5859,Male,Employed,86035,8594,26.5
5860,Male,Employed,43072,11926,23.4
5861,Male,Not in labor force,66988,11721,22.9
5862,Female,Not in labor force,18363,10056,16.2
5863,Male,Employed,65921,11684,25.1
5864,Male,Employed,55235,12448,24.4
5865,Female,Employed,38755,8946,20.5
5866,Male,Employed,138591,6889,28.7
5867,Female,Not in labor force,42435,10367,18.5
5868,Female,Employed,57473,12895,21.4
5869,Female,Employed,62213,13008,21.8
5870,Female,Not in labor force,32961,12977,17.4
5871,Female,Employed,53840,10603,21.9
5872,Female,Employed,116010,9709,24.4
5873,Male,Employed,36676,6541,24.2
5874,Female,Employed,12446,8519,17.1
5875,Male,Employed,88205,9721,26.4
5876,Female,Not in labor force,48719,10401,18.8
5877,Female,Employed,30358,7927,20.4
5878,Male,Employed,41302,8440,23.5
5879,Female,Employed,123433,9503,24.6
5880,Female,Not in labor force,23018,7541,16.7
5881,Female,Not in labor force,12480,7576,14.9
5882,Male,Employed,48935,7852,24.5
5883,Female,Employed,54433,10929,21.7
5884,Male,Employed,62533,7458,25.9
5885,Male,Unemployed,13572,12602,17.8
5886,Female,Not in labor force,37954,12834,18
5887,Female,Not in labor force,40597,8541,19.1
5888,Female,Employed,37054,11294,20.4
5889,Male,Employed,116904,9506,27.3
5890,Male,Employed,51512,15125,24.1
5891,Female,Not in labor force,46378,10560,18.9
5892,Female,Not in labor force,30645,12119,17.5
5893,Female,Employed,21701,12382,18.5
5894,Female,Not in labor force,20010,8441,17.2
5895,Male,Employed,100801,11950,26.3
5896,Female,Employed,24724,7871,19.3
5897,Female,Not in labor force,27707,9968,16.8
5898,Male,Employed,137383,8064,27.6
5899,Female,Employed,55652,11303,21.4
5900,Female,Employed,20387,11874,18.1
5901,Male,Employed,112380,6876,27.4
5902,Male,Not in labor force,14950,7434,18.6
5903,Female,Unemployed,39475,8427,19.6
5904,Female,Not in labor force,14508,9700,15.1
5905,Male,Employed,242735,10142,29.6
5906,Male,Employed,129838,6244,28.2
5907,Male,Employed,60415,8111,25.3
5908,Female,Not in labor force,11369,12003,14.3
5909,Male,Employed,42278,12279,23.2
5910,Female,Employed,132593,11972,24.4
5911,Female,Employed,27809,10577,19.6
5912,Male,Employed,20403,12743,21.1
5913,Female,Employed,53789,13034,21.8
5914,Male,Employed,70445,9397,25.9
5915,Female,Employed,47401,12198,20.9
5916,Male,Employed,64869,12330,24.9
5917,Female,Not in labor force,36205,8511,18.7
5918,Female,Not in labor force,8358,7592,13.6
5919,Female,Not in labor force,51897,8506,19.9
5920,Female,Employed,74363,5792,23.9
5921,Male,Employed,22211,12145,21.7
5922,Female,Unemployed,16796,8007,16
5923,Male,Employed,26076,3689,23.7
5924,Female,Not in labor force,34387,10733,18
5925,Female,Employed,97925,9190,23.8
5926,Male,Employed,26168,6814,22.9
5927,Male,Employed,71735,15988,24.9
5928,Female,Employed,58108,8126,22.5
5929,Male,Employed,103140,10003,26.7
5930,Male,Employed,57887,11641,24.1
5931,Female,Employed,71918,4584,23.9
5932,Female,Not in labor force,8778,10714,13.7
5933,Male,Employed,20909,10539,21.3
5934,Female,Not in labor force,21729,6354,17.2
5935,Female,Employed,22015,8274,19.3
5936,Male,Employed,61534,10631,25.1
5937,Female,Employed,21262,11766,18.2
5938,Male,Not in labor force,32144,8401,20.7
5939,Male,Employed,51718,8090,24.8
5940,Female,Employed,98863,11901,23.3
5941,Female,Employed,27867,8453,19.7
5942,Female,Employed,75104,16093,22.2
5943,Male,Employed,94915,9961,26.3
5944,Female,Not in labor force,24857,4988,18.1
5945,Female,Employed,29147,12010,19.8
5946,Male,Employed,67154,8505,25.4
5947,Female,Not in labor force,58300,13045,19.5
5948,Female,Employed,34658,5240,21.2
5949,Female,Employed,55019,7804,21.8
5950,Female,Employed,50113,7540,21.5
5951,Female,Not in labor force,16072,6626,16.3
5952,Female,Not in labor force,13702,8467,15.2
5953,Male,Employed,69423,11680,24.6
5954,Male,Unemployed,43733,6028,22.8
5955,Male,Employed,98976,6811,27
5956,Male,Employed,62408,13357,24.7
5957,Female,Employed,17074,9061,18.2
5958,Female,Employed,28759,12045,19.4
5959,Female,Not in labor force,11173,7208,15.1
5960,Female,Employed,70665,8705,22.2
5961,Male,Employed,63332,10176,25.5
5962,Male,Employed,63193,8334,26
5963,Male,Employed,126263,11307,27
5964,Male,Employed,76567,7485,26.3
5965,Female,Not in labor force,66705,13086,20.2
5966,Female,Employed,31316,9238,19.7
5967,Male,Not in labor force,22866,13781,18.7
5968,Female,Not in labor force,17664,13923,15.9
5969,Male,Employed,35471,4392,23.9
5970,Female,Not in labor force,36405,10607,18.1
5971,Male,Unemployed,22385,6482,20.9
5972,Female,Employed,59610,12175,22
5973,Male,Employed,69367,9792,25.4
5974,Male,Employed,72734,10388,25.4
5975,Female,Not in labor force,44380,11742,18.5
5976,Male,Employed,43948,10466,24.2
5977,Female,Not in labor force,6653,8987,13.3
5978,Male,Employed,48909,12527,23.8
5979,Female,Not in labor force,90006,11173,21.1
5980,Female,Unemployed,12035,11065,14.9
5981,Female,Not in labor force,12842,9370,15.3
5982,Female,Not in labor force,37142,10114,18.1
5983,Female,Employed,41002,10598,20.8
5984,Male,Employed,62946,6610,25.7
5985,Female,Employed,50631,7563,22
5986,Female,Not in labor force,18181,14324,15.8
5987,Female,Employed,39266,8449,20.7
5988,Female,Employed,43377,10881,20.8
5989,Female,Not in labor force,18750,9397,16.3
5990,Female,Employed,67347,8551,22.9
5991,Female,Employed,45972,10262,21.5
5992,Male,Employed,24314,10141,22
5993,Female,Not in labor force,25185,12985,16.8
5994,Male,Employed,44151,13315,24
5995,Female,Not in labor force,22018,8370,17
5996,Female,Employed,59864,10578,21.5
5997,Female,Not in labor force,24629,7142,17.6
5998,Female,Employed,37897,10045,20.9
5999,Female,Not in labor force,13388,11628,15
6000,Female,Not in labor force,18338,15974,15
6001,Male,Employed,87715,9027,26.4
6002,Male,Not in labor force,22295,9120,20
6003,Female,Not in labor force,17452,9800,16.1
6004,Male,Employed,105415,10618,26.5
6005,Female,Employed,20332,14510,18.1
6006,Female,Not in labor force,12086,7433,15.2
6007,Female,Not in labor force,10810,10332,14.7
6008,Male,Not in labor force,22087,8672,19.8
6009,Male,Employed,89741,12466,25.6
6010,Female,Employed,38381,14288,20.1
6011,Male,Not in labor force,23438,8990,19.9
6012,Male,Employed,79511,11059,25.1
6013,Female,Not in labor force,30420,4907,18.5
6014,Male,Employed,63440,6916,25.7
6015,Female,Not in labor force,22760,14365,15.9
6016,Female,Employed,59298,8365,22.4
6017,Male,Employed,70216,11075,25
6018,Male,Employed,46704,8687,23.9
6019,Female,Employed,19254,7480,18.7
6020,Male,Unemployed,21796,8460,19.7
6021,Male,Not in labor force,47503,7685,22.4
6022,Female,Not in labor force,24456,7597,17.5
6023,Male,Employed,84390,6793,27
6024,Female,Employed,34772,7652,20.8
6025,Male,Unemployed,15505,12757,18.3
6026,Male,Employed,30643,9344,22.8
6027,Female,Unemployed,46154,7090,19.8
6028,Female,Employed,25721,10329,19.3
6029,Female,Employed,34416,12009,19.7
6030,Male,Employed,106314,7072,27.3
6031,Male,Employed,58003,11934,25
6032,Male,Unemployed,39696,12708,21
6033,Female,Employed,13224,13386,17.2
6034,Female,Employed,48254,8889,21.6
6035,Male,Employed,31203,10668,22.4
6036,Female,Not in labor force,22519,8213,17
6037,Male,Employed,97013,8814,26.9
6038,Female,Not in labor force,7583,5861,14
6039,Male,Not in labor force,35973,9650,21.2
6040,Female,Not in labor force,17413,10777,15.5
6041,Female,Not in labor force,9710,10715,14
6042,Male,Unemployed,9172,9340,16.8
6043,Male,Employed,36519,12998,23
6044,Female,Employed,40752,9624,20.9
6045,Male,Not in labor force,18624,11083,19.1
6046,Female,Employed,68563,6359,23.3
6047,Female,Not in labor force,25037,8750,17.1
6048,Female,Employed,75145,9862,23.1
6049,Female,Employed,51186,7464,21.9
6050,Male,Employed,61777,10246,24.7
6051,Female,Not in labor force,19590,9248,16.9
6052,Male,Not in labor force,60215,11071,22.6
6053,Female,Not in labor force,20599,12061,16.3
6054,Male,Employed,36974,12642,22.9
6055,Male,Employed,62130,10871,24.8
6056,Male,Employed,66362,8190,25.8
6057,Female,Employed,38593,6355,21.1
6058,Female,Not in labor force,57543,8887,19.6
6059,Female,Unemployed,22323,13370,16.8
6060,Female,Employed,32868,9763,20.4
6061,Male,Employed,131786,12498,27
6062,Female,Employed,2785,6677,12.7
6063,Male,Employed,27818,6460,23.5
6064,Female,Not in labor force,26892,7754,17.6
6065,Female,Employed,85578,9802,23.1
6066,Male,Employed,58816,11507,24.8
6067,Male,Employed,71197,7743,25.8
6068,Female,Not in labor force,30161,11124,17.5
6069,Male,Employed,48134,12440,23.6
6070,Female,Employed,35310,11529,20.1
6071,Male,Employed,41084,8935,23.8
6072,Male,Employed,46276,9483,24.4
6073,Female,Employed,84790,9527,23.5
6074,Female,Not in labor force,17761,8074,16.6
6075,Female,Not in labor force,14742,7646,15.6
6076,Female,Not in labor force,20745,5473,17.5
6077,Male,Employed,60530,12365,24.6
6078,Female,Not in labor force,26656,6989,17.7
6079,Male,Employed,46891,10493,24
6080,Male,Employed,48560,6132,25.1
6081,Female,Employed,67017,13196,22.2
6082,Male,Employed,114611,10426,27
6083,Male,Employed,83213,10554,25.9
6084,Female,Employed,31054,11824,19.5
6085,Male,Not in labor force,37226,10861,21.1
6086,Female,Employed,51889,11415,21.5
6087,Female,Not in labor force,27923,9108,17.5
6088,Female,Not in labor force,22988,7470,17.1
6089,Male,Not in labor force,23655,9208,20
6090,Female,Not in labor force,32246,15223,17.2
6091,Male,Employed,49401,13693,24.2
6092,Male,Employed,80460,8928,26.5
6093,Male,Employed,68615,10870,24.9
6094,Male,Employed,28057,6699,22.7
6095,Male,Employed,41245,8702,23.7
6096,Female,Employed,26012,14872,18.6
6097,Male,Employed,77872,9240,26
6098,Male,Employed,122252,9261,27.7
6099,Female,Unemployed,20740,4331,17.9
6100,Female,Employed,33596,8177,20.7
6101,Male,Employed,28224,11387,21.8
6102,Female,Not in labor force,56989,15842,18.9
6103,Female,Not in labor force,42812,14978,17.9
6104,Female,Employed,63581,5979,23.3
6105,Female,Employed,34097,14094,19.5
6106,Female,Employed,46271,10454,20.5
6107,Female,Employed,33902,9909,19.8
6108,Male,Employed,63812,9535,25.5
6109,Male,Employed,90344,7329,26.7
6110,Female,Not in labor force,21899,12186,16.5
6111,Female,Unemployed,26617,11292,17.3
6112,Male,Employed,67265,9807,25.7
6113,Female,Not in labor force,27063,8901,17.8
6114,Female,Employed,24379,15310,18.2
6115,Female,Employed,23608,11667,18.4
6116,Female,Employed,57439,12641,21.7
6117,Female,Unemployed,33180,11236,18.2
6118,Male,Employed,57271,9233,24.8
6119,Female,Not in labor force,32816,13368,17.4
6120,Female,Not in labor force,25495,9798,17.5
6121,Female,Employed,65863,14258,21.6
6122,Male,Employed,73381,10707,24.9
6123,Male,Employed,61155,11953,25.5
6124,Female,Not in labor force,8378,5450,13.7
6125,Female,Unemployed,21990,11535,16.7
6126,Male,Not in labor force,28244,9881,20.5
6127,Male,Not in labor force,12365,10842,17.6
6128,Female,Employed,43441,13078,20.4
6129,Female,Not in labor force,8522,7548,13.9
6130,Female,Employed,123458,7255,24.8
6131,Female,Employed,32299,9227,19.8
6132,Male,Employed,67460,13309,25.1
6133,Female,Employed,28779,5284,20.7
6134,Male,Employed,40634,11282,23.7
6135,Female,Unemployed,43397,10037,18.9
6136,Female,Unemployed,13619,11361,14.8
6137,Male,Employed,49771,10834,24
6138,Male,Unemployed,22550,12238,19.4
6139,Female,Employed,42622,7263,21.1
6140,Male,Employed,57573,11653,24.6
6141,Male,Employed,42742,7237,24.7
6142,Female,Not in labor force,24012,6234,17.8
6143,Male,Unemployed,106762,12616,24.4
6144,Male,Employed,36050,17247,22.1
6145,Female,Employed,40104,10419,20.4
6146,Male,Employed,61829,9421,25.1
6147,Male,Unemployed,15328,8940,18.8
6148,Male,Unemployed,32361,12755,20.6
6149,Female,Unemployed,25220,12770,17
6150,Female,Not in labor force,20129,7431,17
6151,Female,Employed,23727,10518,18.6
6152,Female,Employed,60494,13747,21.6
6153,Male,Employed,97787,13195,25.7
6154,Female,Employed,37895,11287,20.1
6155,Female,Not in labor force,52258,8968,19.6
6156,Male,Employed,35977,11353,22.9
6157,Female,Employed,46703,13250,20.8
6158,Female,Not in labor force,21848,13676,16.2
6159,Male,Employed,131044,7659,27.8
6160,Male,Employed,36317,10162,23.4
6161,Female,Not in labor force,9082,10658,13.6
6162,Male,Employed,23432,13771,21
6163,Male,Employed,31136,10260,22.6
6164,Male,Not in labor force,28730,9233,20.7
6165,Male,Employed,51195,9896,24.8
6166,Female,Employed,74680,7289,23.5
6167,Female,Employed,43383,16070,20
6168,Female,Employed,61773,9335,22.4
6169,Female,Employed,30766,12668,19.4
6170,Male,Employed,45794,13207,23.7
6171,Female,Not in labor force,25149,10308,17.1
6172,Female,Employed,100113,10240,23.5
6173,Male,Employed,44397,11197,23.3
6174,Male,Employed,69480,6916,25.7
6175,Male,Employed,100224,11892,26
6176,Female,Not in labor force,34413,16166,17.6
6177,Female,Employed,20352,11874,17.8
6178,Male,Employed,25533,12813,21.6
6179,Male,Employed,39609,13244,23.4
6180,Female,Not in labor force,32061,12344,17.5
6181,Female,Not in labor force,20986,10430,16.6
6182,Male,Employed,39156,9150,23.9
6183,Female,Not in labor force,16485,8935,15.8
6184,Male,Not in labor force,20587,13586,18.5
6185,Female,Unemployed,19234,12660,16.6
6186,Male,Unemployed,115661,13447,24.9
6187,Male,Employed,31417,16314,21.6
6188,Female,Not in labor force,20442,7864,17.2
6189,Male,Employed,70201,12938,24.9
6190,Male,Unemployed,57042,14316,22.4
6191,Female,Not in labor force,31216,10297,17.7
6192,Male,Employed,57011,8739,25.1
6193,Male,Employed,78514,15159,25.2
6194,Male,Employed,36861,12692,23
6195,Female,Employed,78937,6296,23.6
6196,Male,Not in labor force,29449,11429,20.1
6197,Male,Unemployed,17619,9666,19.1
6198,Male,Employed,114602,9540,27.2
6199,Female,Employed,56369,13954,21.4
6200,Non-binary,Employed,58230,15254,21.7
6201,Male,Employed,86328,7727,26.2
6202,Male,Employed,40203,11182,23
6203,Male,Employed,93814,11192,26.1
6204,Male,Employed,56303,8532,24.4
6205,Female,Employed,35197,9207,20.8
6206,Female,Not in labor force,28960,11919,17.1
6207,Female,Not in labor force,139408,8974,23.3
6208,Female,Employed,40301,10870,20.4
6209,Male,Employed,77451,13975,25.1
6210,Female,Employed,53595,17327,20.8
6211,Female,Not in labor force,20010,8557,16.7
6212,Female,Not in labor force,11183,11958,14.2
6213,Female,Not in labor force,25081,10713,16.8
6214,Female,Employed,89109,9511,23.7
6215,Female,Employed,126136,11899,23.6
6216,Female,Unemployed,22218,13005,16.4
6217,Female,Employed,36829,10513,20.5
6218,Female,Unemployed,12593,8018,15.3
6219,Male,Employed,44789,5303,25.1
6220,Male,Employed,68896,10069,25.5
6221,Female,Not in labor force,38395,10976,18.6
6222,Male,Not in labor force,17605,8021,19
6223,Male,Employed,141419,7411,28
6224,Female,Employed,43945,8134,21.8
6225,Male,Employed,60586,10346,24.7
6226,Female,Unemployed,35154,13988,17.8
6227,Female,Employed,24902,10379,19
6228,Male,Employed,123308,4128,28.5
6229,Female,Employed,36634,11143,20
6230,Female,Not in labor force,31298,10413,17.8
6231,Male,Employed,46005,6072,24.8
6232,Female,Not in labor force,27902,16019,16.7
6233,Female,Unemployed,24256,11517,16.7
6234,Male,Employed,88206,11854,25.6
6235,Male,Not in labor force,31742,8737,21
6236,Male,Employed,31835,11659,22.4
6237,Male,Unemployed,35792,12499,20.9
6238,Female,Not in labor force,14891,13265,14.6
6239,Male,Unemployed,56168,12943,22.6
6240,Female,Not in labor force,15712,6892,16.3
6241,Male,Not in labor force,30361,6751,20.7
6242,Female,Not in labor force,6153,10001,12.4
6243,Female,Employed,6475,10883,14.8
6244,Female,Employed,50935,9494,21.2
6245,Female,Not in labor force,42404,9290,18.9
6246,Female,Not in labor force,11782,9418,14.8
6247,Female,Employed,30127,12131,19.6
6248,Male,Employed,34268,13555,22.7
6249,Female,Not in labor force,14402,8197,15.8
6250,Female,Not in labor force,29357,11141,17.3
6251,Male,Unemployed,51395,7936,22.4
6252,Male,Employed,193080,10902,28.4
6253,Female,Employed,73849,13226,22.4
6254,Female,Employed,97375,9253,24.2
6255,Female,Employed,47801,9503,21.1
6256,Male,Employed,54006,5991,25.6
6257,Male,Not in labor force,64689,12759,22.9
6258,Male,Employed,212214,9557,29
6259,Male,Employed,52825,12487,24.1
6260,Male,Employed,27109,13258,21.7
6261,Female,Employed,91477,8482,23.8
6262,Male,Employed,42761,5697,24.5
6263,Female,Employed,43004,10161,20.8
6264,Female,Not in labor force,37494,7781,19
6265,Female,Not in labor force,15171,9920,15
6266,Female,Not in labor force,40995,7946,19.1
6267,Female,Not in labor force,12079,7734,15
6268,Female,Employed,51147,9952,21.8
6269,Female,Employed,107205,14298,23.9
